Time,TimeNum,LakeLevel,LakeAreaOri,NonCCover,LakeArea,LevelErr,Hypsometry_Pro,Hypsometry_goodonly,Hypsometry_good_bad,AreaInHypsometry,LevelSource:Dahiti,
2001213,115,,5690.71,0.990468,5690.71,,,,,,
2001244,116,,5624.44,0.975325,5624.44,,,,,,
2001274,117,,5488.93,0.989079,5488.93,,,,,,
2001305,118,,,,,,,,,,
2001335,119,,,,,,,,,,
2002001,120,,,,,,,,,,
2002032,121,,,,,,,,,,
2002060,122,,5545.51,0.970494,5545.51,,,,,,
2002091,123,,,,,,,,,,
2002121,124,,5477.48,0.995593,5477.48,,,,,,
2002152,125,,5445.58,1.00063,5445.58,,,,,,
2002182,126,32.0215,5399.33,0.991586,5399.33,0.00159765,,,,,
2002213,127,31.897,5422.02,0.954028,5422.02,0.0009,,,,,
2002244,128,31.8245,5213.1,0.983925,5213.1,0.00168003,,,,,
2002274,129,31.683,,,,0.00114127,,,,,
2002305,130,31.627,,,,0.0012,,,,,
2002335,131,31.501,,,,0.00278792,,,,,
2003001,132,,,,,,,,,,
2003032,133,32.189,,,,0.0059,,,,,
2003060,134,,,,,,,,,,
2003091,135,31.768,,,,0.0021,,,,,
2003121,136,31.9,5324.44,0.933389,5324.44,0.0015,,,,,
2003152,137,,,,,,,,,,
2003182,138,31.946,5354.55,0.806182,5354.55,0.0012,,,,,
2003213,139,31.821,,,,0.00318198,,,,,
2003244,140,31.6225,,,,0.00168077,,,,,
2003274,141,31.568,5160.99,0.658764,5160.99,0.00239008,,,,,
2003305,142,31.581,,,,0.001,,,,,
2003335,143,31.5285,,,,0.0025387,,,,,
2004001,144,31.6045,,,,0.000763217,,,,,
2004032,145,31.669,,,,0.0009,,,,,
2004061,146,31.683,5327.93,0.745586,5327.93,0.00110114,,,,,
2004092,147,31.7075,5691.84,0.862243,5691.84,0.00072111,,,,,
2004122,148,31.7785,5221.28,0.703778,5221.28,0.000939415,,,,,
2004153,149,31.628,5324.39,0.989936,5324.39,0.000984886,,,,,
2004183,150,,,,,,,,,,
2004214,151,31.394,5021.39,0.993895,5021.39,0.00148408,,,,,
2004245,152,31.392,5323.1,0.912379,5323.1,0.001,,,,,
2004275,153,,4882.76,0.962114,4882.76,,,,,,
2004306,154,31.186,,,,0.00166208,,,,,
2004336,155,31.026,,,,0.0019,,,,,
2005001,156,31.851,,,,0.0025,,,,,
2005032,157,32.034,,,,0.0019,,,,,
2005060,158,,,,,,,,,,
2005091,159,31.332,5268.07,0.81379,5268.07,0.0035,,,,,
2005121,160,31.439,5027,0.945639,5027,0.00114127,,,,,
2005152,161,31.377,4957.04,0.904351,4957.04,0.0011,,,,,
2005182,162,,4900.45,0.865153,4900.45,,,,,,
2005213,163,31.1265,4914.14,0.997451,4914.14,0.00143178,,,,,
2005244,164,31.105,5268.07,0.883165,5268.07,0.0019,,,,,
2005274,165,31.132,4859.81,0.691561,4859.81,0.0012,,,,,
2005305,166,31.0695,,,,0.00134629,,,,,
2005335,167,31.0735,,,,0.000777817,,,,,
2006001,168,,,,,,,,,,
2006032,169,30.74,,,,0.0215,,,,,
2006060,170,30.725,4938.11,0.86077,4938.11,0.0345,,,,,
2006091,171,31.186,4943.27,0.860792,4943.27,0.0009,,,,,
2006121,172,31.295,4878.47,0.843839,4878.47,0.0026,,,,,
2006152,173,31.056,4845.28,0.970859,4845.28,0.0013,,,,,
2006182,174,30.799,4746.33,0.99761,4746.33,0.00112361,,,,,
2006213,175,30.601,4679.12,1.00222,4679.12,0.00105475,,,,,
2006244,176,30.414,4606.88,0.998549,4606.88,0.0009,,,,,
2006274,177,30.3175,4543.99,1.00169,4543.99,0.0285036,,,,,
2006305,178,30.2615,,,,0.0023585,,,,,
2006335,179,30.251,,,,0.00281603,,,,,
2007001,180,30.299,,,,0.0014151,,,,,
2007032,181,30.275,,,,0.0014,,,,,
2007060,182,30.3365,4598.27,0.822967,4598.27,0.00156525,,,,,
2007091,183,,4624.98,0.626029,4624.98,,,,,,
2007121,184,30.354,4556.85,1.00143,4556.85,0.0034,,,,,
2007152,185,30.1355,4522.49,1.002,4522.49,0.00279508,,,,,
2007182,186,29.93,4434.35,1.0017,4434.35,0.00195,,,,,
2007213,187,29.728,4383.36,1.00219,4383.36,0.0136,,,,,
2007244,188,29.688,4324.44,1.00031,4324.44,0.0042,,,,,
2007274,189,29.531,4252.88,0.981631,4252.88,0.0025,,,,,
2007305,190,29.329,,,,0.00251446,,,,,
2007335,191,,,,,,,,,,
2008001,192,,,,,,,,,,
2008032,193,30.2895,,,,0.00475946,,,,,
2008061,194,30.04,,,,0.0039,,,,,
2008092,195,29.654,4333.93,0.92322,4333.93,0.0012,,,,,
2008122,196,29.656,4293.71,1.00047,4293.71,0.0033,,,,,
2008153,197,29.41,4263.26,1.00186,4263.26,0.00155724,,,,,
2008183,198,29.414,4199.41,1.00223,4199.41,0.0009,,,,,
2008214,199,29.061,4142.04,1.00147,4142.04,0.0047,,,,,
2008245,200,28.869,4080.53,0.995439,4080.53,0.0514,,,,,
2008275,201,28.7845,4036.76,1.00142,4036.76,0.0021587,,,,,
2008306,202,28.641,,,,0.00434195,,,,,
2008336,203,28.386,,,,0.0221,,,,,
2009001,204,28.452,,,,0.00398176,,,,,
2009032,205,28.66,,,,0.0011,,,,,
2009060,206,28.6437,3976.39,0.973083,3976.39,0.000896908,,,,,
2009091,207,28.696,4071.76,0.932883,4071.76,0.0036225,,,,,
2009121,208,28.638,4014.14,0.996793,4014.14,0.00160078,,,,,
2009152,209,28.6013,3993.5,1.0021,3993.5,0.00134866,,,,,
2009182,210,28.3403,3951.72,1.00223,3951.72,0.00149792,,,,,
2009213,211,28.232,3866.9,0.964192,3866.9,0.00180131,,,,,
2009244,212,28.1,3873.6,1.00088,3873.6,0.00274169,,,,,
2009274,213,27.9607,3862.79,1.00103,3862.79,0.00104881,,,,,
2009305,214,27.82,,,,0.00164336,,,,,
2009335,215,27.6202,,,,0.00600588,,,,,
2010001,216,27.776,,,,0.00141267,,,,,
2010032,217,27.8745,,,,0.00504511,,,,,
2010060,218,27.8917,,,,0.00261045,,,,,
2010091,219,27.8863,3920.71,0.868356,3920.71,0.00891796,,,,,
2010121,220,27.9658,3898.11,0.92755,3898.11,0.00104594,,,,,
2010152,221,27.9187,3834.76,1.00222,3834.76,0.00323608,,,,,
2010182,222,27.8415,3812.01,1.00222,3812.01,0.00186011,,,,,
2010213,223,27.7023,3788.75,1.00217,3788.75,0.00249911,,,,,
2010244,224,27.6413,3766.8,0.996687,3766.8,0.00117521,,,,,
2010274,225,27.692,3779.43,1.00213,3779.43,0.00425441,,,,,
2010305,226,27.3392,,,,0.242211,,,,,
2010335,227,27.803,,,,0.00788115,,,,,
2011001,228,28.0417,,,,0.00107806,,,,,
2011032,229,28.191,,,,0.00146287,,,,,
2011060,230,28.1605,3905.69,0.999986,3905.69,0.00711425,,,,,
2011091,231,28.8541,4069.23,0.858236,4069.23,0.385674,,,,,
2011121,232,28.5233,4058.63,0.978665,4058.63,0.0167897,,,,,
2011152,233,28.6923,4061.99,0.993246,4061.99,0.003697,,,,,
2011182,234,28.391,4012.43,1.00217,4012.43,0.00833577,,,,,
2011213,235,28.2937,3993.03,0.859657,3993.03,0.00344075,,,,,
2011244,236,28.3003,3918.84,0.953868,3918.84,0.000926763,,,,,
2011274,237,28.0653,3893.01,0.965529,3893.01,0.0014197,,,,,
2011305,238,27.95,,,,0.00315542,,,,,
2011335,239,27.894,,,,0.00210238,,,,,
2012001,240,27.9495,,,,0.00188613,,,,,
2012032,241,28.1353,,,,0.000424264,,,,,
2012061,242,28.127,,,,0.0044833,,,,,
2012092,243,28.3674,,,,0.387284,,,,,
2012122,244,27.864,3876.13,0.964135,3876.13,0.007,,,,,
2012153,245,27.7803,3845.79,0.881283,3845.79,0.00409919,,,,,
2012183,246,27.6073,3803.64,0.940244,3803.64,0.00321541,,,,,
2012214,247,27.3847,3753.96,0.984249,3753.96,0.0157651,,,,,
2012245,248,27.076,3917.66,0.848175,3917.66,0.0129,,,,,
2012275,249,27.0803,3704.8,0.938117,3704.8,0.00599277,,,,,
2012306,250,26.9905,,,,0.0144542,,,,,
2012336,251,26.855,,,,0.0222,,,,,
2013001,252,26.849,,,,0.0064,,,,,
2013032,253,27.1341,,,,0.395882,,,,,
2013060,254,26.809,,,,0.0025,,,,,
2013091,255,27.299,3917.66,0.86051,3917.66,0.0006,,,,,
2013121,256,27.094,3684.96,0.994286,3684.96,0.00560446,,,,,
2013152,257,26.764,3678.65,1.00223,3678.65,0.00945952,,,,,
2013182,258,26.795,3655,1.00212,3655,0.00733655,,,,,
2013213,259,26.8875,3599.62,1.0019,3599.62,0.00592115,,,,,
2013244,260,26.5857,3557.68,1.00168,3557.68,0.00472417,,,,,
2013274,261,26.4425,3502.77,1.00115,3502.77,0.00395285,,,,,
2013305,262,26.349,,,,0.011669,,,,,
2013335,263,26.1235,,,,0.0230217,,,,,
2014001,264,26.082,,,,0.0298,,,,,
2014032,265,26.428,,,,0.001,,,,,
2014060,266,26.4063,,,,0.00254116,,,,,
2014091,267,26.2223,3474.23,0.842688,3474.23,0.0326218,,,,,
2014121,268,26.1563,3432.49,1.0015,3432.49,0.00199805,,,,,
2014152,269,26.3215,3415.25,1.00223,3415.25,0.00222036,,,,,
2014182,270,25.955,3383.46,1.00223,3383.46,0.00993542,,,,,
2014213,271,25.319,3319.6,1.00197,3319.6,0.0278,,,,,
2014244,272,26.1574,,,,0.38667,,,,,
2014274,273,25.613,3210.85,1.00114,3210.85,0.00315348,,,,,
2014305,274,25.6,,,,0.008005,,,,,
2014335,275,25.3374,,,,0.399642,,,,,
2015001,276,25.248,,,,0.00862047,,,,,
2015032,277,25.424,,,,0.00306247,,,,,
2015060,278,25.4173,3146.45,0.992458,3146.45,0.00251418,,,,,
2015091,279,25.495,3175.79,0.998017,3175.79,0.0122019,,,,,
2015121,280,25.589,3194.51,1.00064,3194.51,0.00450139,,,,,
2015152,281,25.4693,3181.64,1.00223,3181.64,0.00292613,,,,,
2015182,282,25.141,3118.06,1.00224,3118.06,0.00718246,,,,,
2015213,283,25.0775,3073.21,1.00197,3073.21,0.00347851,,,,,
2015244,284,24.948,3013.09,0.996512,3013.09,0.00479427,,,,,
2015274,285,24.716,2974.61,1.00105,2974.61,0.00254689,,,,,
2015305,286,24.9974,,,,0.391777,,,,,
2015335,287,24.7637,,,,0.0173344,,,,,
2016001,288,25.108,,,,0.0304,,,,,
2016032,289,25.1824,,,,0.390562,,,,,
2016061,290,25.3395,2959.08,0.943889,2959.08,0.0779024,,,,,
2016092,291,25.1013,3009.59,0.993254,3009.59,0.0202446,,,,,
2016122,292,25.0927,3045.81,1.00219,3045.81,0.00763581,,,,,
2016153,293,24.888,3026.17,1.00192,3026.17,0.0297,,,,,
2016183,294,24.8155,2998.94,1.00141,2998.94,0.0109592,,,,,
2016214,295,24.4923,2943.43,1.00224,2943.43,0.00218607,,,,,
2016245,296,24.5203,2886.45,0.999662,2886.45,0.00410339,,,,,
2016275,297,24.2713,2846.36,1.00166,2846.36,0.00783121,,,,,
2016306,298,24.2945,,,,0.0124149,,,,,
2016336,299,24.34,,,,0.00102035,,,,,
2017001,300,24.309,,,,0.00360867,,,,,
2017032,301,24.565,,,,0.000917878,,,,,
2017060,302,24.362,2777.63,0.985901,2777.63,0.0062,,,,,
2017091,303,24.2607,2810.35,0.966196,2810.35,0.00569649,,,,,
2017121,304,24.1113,2830.67,0.837594,2830.67,0.00532061,,,,,
2017152,305,24.16,2804.71,1.00223,2804.71,0.00464088,,,,,
2017182,306,24.031,2787.49,1.00223,2787.49,0.00517349,,,,,
2017213,307,24.126,2762.25,1.00223,2762.25,0.000886002,,,,,
2017244,308,23.8125,2723.95,0.997969,2723.95,0.00489923,,,,,
2017274,309,23.6407,2695.01,1.0019,2695.01,0.00662462,,,,,
2017305,310,23.79,,,,0.000681502,,,,,
2017335,311,23.772,,,,0.00464435,,,,,
2018001,312,23.6677,,,,0.00267706,,,,,
2018032,313,23.867,,,,0.00221472,,,,,
2018060,314,24.163,,,,0.00705071,,,,,
2018091,315,24.1265,2749.18,0.990047,2749.18,0.000743303,,,,,
2018121,316,23.934,2800.52,0.999295,2800.52,0.0046,,,,,
2018152,317,23.994,2800.46,1.00221,2800.46,0.0128891,,,,,
2018182,318,24.5024,2790.87,1.00224,2790.87,0.611321,,,,,
2018213,319,23.958,2742.2,1.00218,2742.2,0.014,,,,,
2018244,320,23.9033,2702.74,0.992032,2702.74,0.00624349,,,,,
2018274,321,23.52,2666.41,0.99095,2666.41,0.0418,,,,,
2018305,322,23.4635,2683.41,1.00058,2683.41,0.00401404,,,,,
2018335,323,23.2641,,,,0.579617,,,,,
2019001,324,23.727,,,,0.00404722,,,,,
2019032,325,23.794,,,,0.0012,,,,,
2019060,326,23.798,,,,0.0062454,,,,,
2019091,327,23.5274,2701.49,0.945357,2701.49,0.626808,,,,,
2019121,328,23.572,2684.16,1.0004,2684.16,0.0005,,,,,
2019152,329,23.5437,2664.7,1.00222,2664.7,0.0036565,,,,,
2019182,330,23.2074,2633.43,1.0021,2633.43,0.55517,,,,,
2019213,331,23.0774,2594.64,1.00221,2594.64,0.474857,,,,,
2019244,332,23.4453,2547.48,0.998323,2547.48,0.0118579,,,,,
2019274,333,23.114,2526.22,0.987884,2526.22,0.0463397,,,,,
2019305,334,23.652,2502.52,1.00198,2502.52,0.049,,,,,
2019335,335,23.947,,,,0.0134601,,,,,
2020001,336,23.718,,,,0.1347,,,,,
2020032,337,22.2074,,,,0.905256,,,,,
2020061,338,24.084,,,,0.0244022,,,,,
2020092,339,23.522,2339.98,0.982351,2339.98,0.0183,,,,,
2020122,340,23.197,2389.63,0.997326,2389.63,0.0676,,,,,
2020153,341,23.347,2467.66,1.00223,2467.66,0.0257,,,,,
2020183,342,23.857,2395.11,1.00223,2395.11,0.0486,,,,,
2020214,343,22.8725,2387.66,1.00192,2387.66,0.237624,,,,,
2020245,344,23.2147,2313.38,0.99811,2313.38,0.0553127,,,,,
2020275,345,23.0755,2292.37,0.967292,2292.37,0.0472606,,,,,
2020306,346,,2139.22,0.956946,2139.22,,,,,,
2020336,347,,,,,,,,,,
